ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/title,contracts/0/localProcurementCategory,contracts/0/description,contracts/0/dateSigned,contracts/0/value/amount,contracts/0/value/currency
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-004-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-004-2020-1/2,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-007-2020,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-004-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA PROGRAMA DE SEMILLAS-CM-007-2020,goodsOrServices,"Tratamiento para el control de plagas (roedores) en la planta procesadora de semillas, del mes de marzo a diciembre 2020",2020-03-10T00:00:00-06:00,18860.0,HNL
ocds-lcuori-vGZWNR-20001703-TEG-1,ocds-lcuori-vGZWNR-20001703-TEG-1/3,vGZWNR-420000960,vGZWNR-20001703-TEG-1,vGZWNR-orvxDG,Unidad Central,420000960,goodsOrServices,CINTA Y TONER,2020-02-21T00:00:00-06:00,14682.6,HNL
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-005-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-005-2020-1/4,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-004-2020,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-005-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA PROGRAMA DE SEMILLAS-CM-004-2020,goodsOrServices,Compra de papel higienico para ser utilizado por el personal de la planta de semillas,2020-03-02T00:00:00-06:00,9356.4,HNL
ocds-lcuori-7GX4eG-INE-005-2020-1,ocds-lcuori-7GX4eG-INE-005-2020-1/3,7GX4eG-INE-005-2020,7GX4eG-INE-005-2020-1,7GX4eG-4LOWLg,Unidad Central,INE-005-2020,consultingServices,CONSULTORIA NACIONAL DE SERVICIOS TECNICOS EN EL COMPONENTE DE RECURSO HIDRICO PARA EL ANALISIS DE LAS OPERACIONES ESTADISTICAS REALIZADAS POR EL INE.,2020-02-11T00:00:00-06:00,586667.0,HNL
ocds-lcuori-vGZWNR-30011649-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011649-IHSS-SPS-1/3,vGZWNR-4300008706,vGZWNR-30011649-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008706,goodsOrServices,SONDA FOLEY,2020-03-12T00:00:00-06:00,1300.0,HNL
ocds-lcuori-vGZWNR-30011657-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011657-IHSS-SPS-1/3,vGZWNR-4300008737,vGZWNR-30011657-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008737,goodsOrServices,"TUBO TRAQ
CENDA
CANULA",2020-03-12T00:00:00-06:00,56126.0,HNL
ocds-lcuori-vGZWNR-30011658-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011658-IHSS-SPS-1/3,vGZWNR-4300008735,vGZWNR-30011658-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008735,goodsOrServices,"TUBO TRAQUEOTOMIA
ENDOOTRAQUELA
COPA PARA TOMA DE MEDI",2020-03-12T00:00:00-06:00,12047.6,HNL
ocds-lcuori-vGZWNR-30011659-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011659-IHSS-SPS-1/3,vGZWNR-4300008703,vGZWNR-30011659-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008703,goodsOrServices,FRASCO PALSTICO,2020-03-12T00:00:00-06:00,600.0,HNL
ocds-lcuori-vGZWNR-30011660-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011660-IHSS-SPS-1/3,vGZWNR-4300008729,vGZWNR-30011660-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008729,goodsOrServices,LLAVES DESC,2020-03-12T00:00:00-06:00,9100.0,HNL
ocds-lcuori-vGZWNR-30011661-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011661-IHSS-SPS-1/3,vGZWNR-4300008705,vGZWNR-30011661-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008705,goodsOrServices,SUTURTA SONDA,2020-03-12T00:00:00-06:00,3592.0,HNL
ocds-lcuori-vGZWNR-30011667-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011667-IHSS-SPS-1/3,vGZWNR-4300008726,vGZWNR-30011667-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008726,goodsOrServices,INDICADOR BIOL,2020-03-12T00:00:00-06:00,2014.5,HNL
ocds-lcuori-vGZWNR-30011668-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011668-IHSS-SPS-1/3,vGZWNR-4300008727,vGZWNR-30011668-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008727,goodsOrServices,VENDAS SONDAS,2020-03-12T00:00:00-06:00,3934.0,HNL
ocds-lcuori-vGZWNR-30011669-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011669-IHSS-SPS-1/3,vGZWNR-4300008736,vGZWNR-30011669-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008736,goodsOrServices,TRAMPA,2020-03-12T00:00:00-06:00,2010.0,HNL
ocds-lcuori-vGZWNR-30011670-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011670-IHSS-SPS-1/3,vGZWNR-4300008728,vGZWNR-30011670-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008728,goodsOrServices,CASSETTE PARA BOMBA,2020-03-12T00:00:00-06:00,193550.0,HNL
ocds-lcuori-vGZWNR-30011676-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011676-IHSS-SPS-1/3,vGZWNR-4300008734,vGZWNR-30011676-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008734,goodsOrServices,ACETONA ACIDO PARAFINA,2020-03-12T00:00:00-06:00,16808.8,HNL
ocds-lcuori-7GX5MR-COT-003-2020-1,ocds-lcuori-7GX5MR-COT-003-2020-1/3,7GX5MR-SEN-003-2020,7GX5MR-COT-003-2020-1,7GX5MR-ERpYdr,Subgerencia Servicios Generales ,SEN-003-2020,goodsOrServices,BOLETO AEREO DE TGU A MANAGUA SALIENDO EL 12 DE FEBRERO Y REGRESANDO EL 14 DE FEBRERO DEL 2020.,2020-02-11T00:00:00-06:00,19992.62,HNL
ocds-lcuori-ZGqwer-CM-003-BomberosElProgreso-2020-1,ocds-lcuori-ZGqwer-CM-003-BomberosElProgreso-2020-1/2,ZGqwer-CM-003-BomberosElProgreso-2020,ZGqwer-CM-003-BomberosElProgreso-2020-1,ZGqwer-MLQ77R,Cuerpo de Bomberos El Progreso,CM-003-BomberosElProgreso-2020,goodsOrServices,"Suministro de 28,011.21 litros de diesel para las unidades de la estación central de bomberos RECKLINGHAUSEN en barrio los pinos y estación de bomberos mayor Luis Rigoberto vallejo en barrio quebrada seca de enero a diciembre del año 2020",2020-02-07T00:00:00-06:00,600000.0,HNL
ocds-lcuori-JL7JBr-CM-29-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-29-HBCBHR-2020-1/2,JL7JBr-CM-021-2020,JL7JBr-CM-29-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-021-2020,goodsOrServices,Compra de una computadora de escritoria para la oficina de administración del Cuerpo de Bomberos de Roatan,2020-03-04T00:00:00-06:00,19475.0,HNL
ocds-lcuori-vGZWNR-10006532-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006532-IHSS-SPS-1/3,vGZWNR-4100004553,vGZWNR-10006532-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4100004553,goodsOrServices,CLOPIDOGREL,2020-03-12T00:00:00-06:00,58906.96,HNL
ocds-lcuori-Er6QoR-CM-008-LV-2020-1,ocds-lcuori-Er6QoR-CM-008-LV-2020-1/4,Er6QoR-CM-008-LV-2020,Er6QoR-CM-008-LV-2020-1,Er6QoR-MLQ77R,"Estación Local Las Vegas, Santa Bárbara",CM-008-LV-2020,goodsOrServices,LA ESTACION LOCAL DE LAS VEGAS SB  MANDO A REPARACION LA IMPRESORA EPSON L 375 DE ESTA ESTACION LOCAL ,2020-02-10T00:00:00-06:00,600.0,HNL
ocds-lcuori-0rw29R-CM-04-2020-1,ocds-lcuori-0rw29R-CM-04-2020-1/2,0rw29R-CM-04-2020,0rw29R-CM-04-2020-1,0rw29R-7rBOL0,Unidad Central,CM-04-2020,goodsOrServices,IMPRESION DE FULL COLOR SATINADO DE 8.5X5.5 5 DISEÑOS ,2020-02-08T00:00:00-06:00,28175.0,HNL
ocds-lcuori-0rw29R-CM-05-2020-1,ocds-lcuori-0rw29R-CM-05-2020-1/2,0rw29R-CM-05-2020,0rw29R-CM-05-2020-1,0rw29R-7rBOL0,Unidad Central,CM-05-2020,goodsOrServices,COMPRA DE CUP CAKES DECORATIVOS EN MOTIVO CELEBRACION DIA DE LA MUJER,2020-02-10T00:00:00-06:00,9315.0,HNL
ocds-lcuori-0rw29R-CM-13-2020-1,ocds-lcuori-0rw29R-CM-13-2020-1/2,0rw29R-CM-13-2020,0rw29R-CM-13-2020-1,0rw29R-7rBOL0,Unidad Central,CM-13-2020,goodsOrServices,COMPRA DE BOQUITAS PARA EVENTO EN EL DESPACHO MINISTERIAL ,2020-02-10T00:00:00-06:00,10488.0,HNL
ocds-lcuori-NLPAVG-2020-008-FN-INAM-1,ocds-lcuori-NLPAVG-2020-008-FN-INAM-1/3,NLPAVG-2020-008-FN-INAM,NLPAVG-2020-008-FN-INAM-1,NLPAVG-ERpqPr,Unidad Central,2020-008-FN-INAM,goodsOrServices,REPARACIONDE MAZDA,2020-03-05T00:00:00-06:00,23183.2,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-013-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-013-2020-1/3,MrM6zL-00565891,MrM6zL-CM-CONEANFO-UAF-013-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565891,goodsOrServices,"Pago por alinear puertas de la cabina lado izquierdo y derecho y cambio de hules de la compuerta trasera y alineamiento para vehículo Nissan Frontier, placa N10232",2020-02-27T00:00:00-06:00,3220.0,HNL
